Actual,Predicted,Probabilities
0.0,0,0.004936154830049749
0.0,0,0.2976022974373256
0.0,0,0.2976406244065426
0.0,0,0.027309821785695992
0.0,0,0.29771819483032164
0.0,0,0.0005779567014376261
0.0,0,0.03457690999804328
0.0,1,0.8450010309247551
0.0,0,0.026745197433730813
0.0,0,0.003257136431295745
0.0,0,0.04395052372043829
0.0,0,0.006748047556330272
0.0,0,0.2975877847991044
0.0,0,0.0005875811963981989
0.0,0,0.29758780782360217
0.0,0,0.04474258818965935
0.0,0,0.29761633084997047
0.0,0,0.005395054913096758
1.0,0,0.09000560952823611
0.0,0,0.2523650259980684
0.0,0,0.0007009645993014635
0.0,1,0.8341680050560436
0.0,0,0.0006298055478938262
0.0,0,0.09864629906206492
0.0,0,0.2976005308466779
0.0,1,0.82770972445807
0.0,0,0.09213328958665765
0.0,0,3.747805632885125e-05
0.0,0,0.017540909565388892
0.0,0,0.19371956653932074
0.0,0,0.29759884178325835
0.0,0,0.049812477363193434
0.0,0,0.0003294709460274378
0.0,0,0.0006322922807745104
0.0,0,0.07415161783247037
0.0,0,0.4530985355698895
0.0,0,0.008130233861936415
0.0,1,0.5587749277218945
0.0,0,0.009005216908230345
0.0,0,0.01712127264005471
0.0,0,0.0630438599730842
0.0,1,0.8424471147080991
0.0,0,0.1440590020396143
0.0,0,0.0006934995907807439
0.0,0,0.004860343189746914
0.0,1,0.8252271576070219
0.0,1,0.8216037648126395
0.0,0,0.29758778074009373
0.0,0,0.05055031581105341
0.0,0,0.043982662658629275
0.0,0,0.006311176880976204
1.0,0,0.07634263213039
0.0,0,0.0006309435709550161
0.0,0,0.35533351726015994
0.0,0,0.07516351845391549
0.0,0,0.2975877852697255
1.0,1,0.7445153464763987
0.0,0,0.030156813202708303
0.0,0,0.10859554076187428
0.0,0,0.09152822955508093
1.0,0,0.12461270556729094
0.0,0,0.06158093732867071
0.0,0,0.2975877812170185
0.0,1,0.6583625816034343
0.0,0,0.06273864670485138
0.0,0,0.015590279227245839
0.0,0,0.0006800075279170288
0.0,0,0.2975891585878358
0.0,0,0.006866734724779793
0.0,0,0.1128575119946646
0.0,0,0.007113508008201301
0.0,0,0.0008173115970397789
0.0,1,0.8442396091465908
0.0,0,0.000699884450351921
0.0,0,0.0017220520028529069
0.0,0,0.03323581881846638
1.0,1,0.6863605209777635
0.0,0,0.2975897499741393
0.0,1,0.8952994635836719
0.0,0,0.29759448895840623
0.0,0,0.004810052440080258
0.0,1,0.8447305550365691
0.0,0,0.2848689685800142
0.0,0,0.005662042727383559
1.0,0,0.2607552567750277
0.0,0,0.2975879242868968
0.0,0,0.07894797073590624
0.0,0,0.09071145341602642
0.0,0,0.2980133735254164
1.0,1,0.8370039720250663
0.0,0,0.29758778063634755
0.0,0,0.014316040904779528
0.0,0,0.2327837214368478
0.0,0,0.06077967299741184
1.0,0,0.017938081449768065
0.0,0,0.051835832739541524
0.0,0,0.0315687031581644
0.0,1,0.6549292150510173
0.0,0,0.2975877913304658
0.0,0,0.00860182155577085
0.0,0,0.14728614811988533
0.0,0,0.00783999945161623
0.0,0,0.2975878263716887
0.0,0,0.009041936545067695
0.0,1,0.6185888456918999
0.0,0,0.48102763284784283
0.0,0,0.003275091554352021
0.0,0,0.02089211482667385
0.0,0,0.0033414408388940087
0.0,0,0.0031338495587411286
0.0,0,0.34348297949384615
0.0,0,0.006208044350660187
0.0,0,0.015686151147116016
0.0,1,0.8194219280478412
0.0,0,0.0029942151502086556
0.0,0,0.0014154475631232854
0.0,0,0.2975877806243892
0.0,0,0.014045701876800551
0.0,0,0.030663886127617036
0.0,1,0.6701568049845099
0.0,0,0.14382244301933175
0.0,0,0.008756417360108612
1.0,0,0.0013339041206317914
0.0,0,0.04041811757722975
0.0,0,0.2975880186490437
0.0,0,0.03134677764191993
0.0,0,0.06956145948678931
0.0,0,0.2976288742079623
0.0,0,0.30000592921683666
0.0,0,0.006561434022685427
0.0,0,0.012617662037090107
0.0,0,0.1336564756330112
0.0,0,0.000503510856337917
0.0,0,0.4190525118701076
0.0,0,0.0006833776337485549
0.0,0,0.007892205801607977
0.0,0,0.0007359204104718124
0.0,1,0.8449887405676051
0.0,0,0.2975878026028739
0.0,0,0.03796902388263451
0.0,0,0.07808828420170377
0.0,0,0.4402485679371073
0.0,0,0.3567260061036196
1.0,0,0.012037976080931314
0.0,0,0.00904745969376909
0.0,0,0.4797939932138534
0.0,0,0.0415117402953
0.0,0,0.050260950265936286
0.0,0,0.10746084340289125
0.0,0,0.0007252500852032534
0.0,0,0.0057772213311911985
0.0,0,0.29758907033097626
0.0,0,0.004896533392127558
0.0,0,0.0740566803732064
0.0,1,0.6147681084052384
0.0,0,0.004607387759113753
0.0,0,0.02233806534384145
0.0,0,0.4281829725338852
0.0,0,0.0006304639173599393
0.0,1,0.6219351968295951
0.0,0,0.29915715739801835
1.0,1,0.8387576099793567
0.0,0,0.03592015205345357
0.0,0,0.054370198512467265
0.0,0,0.24729204127098184
0.0,0,0.06961278889364454
0.0,0,0.008616583399155057
0.0,0,0.009432981679374071
0.0,0,0.0024078013903659555
0.0,0,0.0008159667672683435
0.0,0,0.2977290475465034
0.0,0,7.359967312178017e-05
0.0,0,0.29758776170155243
0.0,0,0.061601091631293944
0.0,0,0.1032161638697643
1.0,0,0.0008356325154407974
0.0,0,0.2975877804492004
0.0,1,0.7679687096203264
0.0,0,0.2807240323975241
0.0,0,0.29759539724752865
0.0,0,0.3006301393642431
0.0,0,5.612883278569604e-05
0.0,0,0.3132512099971598
0.0,0,0.015661400525091046
0.0,0,0.005768800826875854
0.0,0,0.2975885626594365
0.0,0,0.2975883603182063
0.0,0,0.0015167205274360094
0.0,0,0.2976097081166
0.0,0,0.19012932702363686
0.0,1,0.8425588225017785
0.0,1,0.8238269777100717
0.0,0,0.2975875821865879
0.0,0,0.13339196623172625
0.0,0,0.02332215337317443
0.0,0,0.0072276567403920435
0.0,1,0.8310822877911069
0.0,0,0.06910215006105011
0.0,0,0.29759558007318276
0.0,0,0.0007182177126903694
0.0,0,0.001972290972564186
0.0,0,0.02665102938425947
0.0,0,0.2975889465961637
0.0,0,0.05908732559645723
0.0,0,0.07376529386260125
0.0,0,0.0005203671916485462
0.0,0,0.07324045398073678
0.0,0,0.17125217926548653
0.0,0,0.05218192542226863
0.0,0,0.00019410096145597525
0.0,0,0.019081968735787436
0.0,0,0.0458866852955431
0.0,0,0.15994255517743095
0.0,0,0.001721520770668364
0.0,0,0.006596661072682559
1.0,0,0.0005710790843026889
0.0,0,0.37199364473442914
0.0,0,0.012504655644117712
0.0,0,0.0007425954434324399
0.0,0,0.21768926291047605
0.0,0,0.28176043155597524
0.0,0,0.13696932104222923
0.0,0,0.02501462284838607
0.0,0,0.003322124328198649
0.0,0,0.00046980440097733563
0.0,0,0.2977935526209823
0.0,0,0.09870137815521923
0.0,0,0.029699641586282653
1.0,0,0.024927902779543525
0.0,0,0.29759236562396024
0.0,0,0.3542641308503046
0.0,0,0.06879693408129871
0.0,0,0.29758775736227966
0.0,0,0.2987500288709446
0.0,0,0.1782085460319832
0.0,0,0.23894340418899446
0.0,1,0.8117622575183865
0.0,0,0.2965273127478776
0.0,0,0.3384107324726428
0.0,1,0.6694537003542427
0.0,0,0.11137054703320125
0.0,0,0.29758782831987224
0.0,0,0.08920501320822713
0.0,0,0.2975891361771748
0.0,0,0.298342178191293
0.0,0,0.016010823114623013
0.0,0,0.0010901940126106528
0.0,0,0.07479373222880634
0.0,0,0.042292556398673846
0.0,0,0.1881110817611739
0.0,0,0.01749263174166137
0.0,0,0.004380488796012344
0.0,0,0.13368278806554634
0.0,0,0.31896118269744406
0.0,0,0.0006321089948348925
0.0,0,0.03895941440385299
0.0,0,0.03816554698815602
0.0,0,3.6716573408519413e-06
0.0,0,0.0009722087940449068
0.0,0,0.0198384724682539
0.0,0,0.02335976099584091
0.0,0,0.0024626679723832342
0.0,0,0.10804873337923787
0.0,0,0.02242404947795923
0.0,0,0.010076270776530553
0.0,0,0.2143539133698961
0.0,0,0.2209854323515763
